ensembl,gene_symbol,mean_failure_log2,mean_cure_log2,log2FC,p_value,fdr
ENSG00000258227,CLEC5A,3.9975355307372946,3.1523714182045777,0.845164112532717,0.0063254095073223705,0.4539131519947744
ENSG00000128928,IVD,5.0512066839400855,5.323372729072559,-0.2721660451324732,0.0063254095073223705,0.4539131519947744
ENSG00000135775,COG2,4.30935624364961,4.5074075874504835,-0.19805134380087352,0.006674732062324545,0.4539131519947744
ENSG00000189269,DRICH1,-0.14751206212215123,-0.8374913441129032,0.689979281990752,0.006674732062324545,0.4539131519947744
ENSG00000170049,KCNAB3,2.047296219542328,1.6221097961072475,0.4251864234350806,0.006674732062324545,0.4539131519947744
ENSG00000113013,HSPA9,6.205615943253866,6.391523367897214,-0.1859074246433483,0.006674732062324545,0.4539131519947744
ENSG00000148719,DNAJB12,6.942620063344749,6.6944022490929225,0.24821781425182632,0.006674732062324545,0.4539131519947744
ENSG00000107959,PITRM1,4.993877559521997,5.220689048826776,-0.22681148930477857,0.006674732062324545,0.4539131519947744
ENSG00000189377,CXCL17,-1.8364007804058287,-3.669078012083853,1.8326772316780242,0.006674732062324545,0.4539131519947744
ENSG00000094916,CBX5,4.899678810850313,5.245321380372677,-0.34564256952236416,0.006674732062324545,0.4539131519947744
ENSG00000105700,KXD1,6.923877017369695,6.757041430797543,0.16683558657215247,0.006674732062324545,0.4539131519947744
ENSG00000145882,PCYOX1L,4.19977770506303,4.46409596599812,-0.2643182609350898,0.007040224598213077,0.4539131519947744
ENSG00000065150,IPO5,5.241142614574565,5.462169774554622,-0.22102715998005618,0.007040224598213077,0.4539131519947744
